!	! ⚠️ ❕ ❗️
!!	!! ‼️
!?	!? ⁉️
#	# #️⃣
$	$ 💰
第一線救護	第一線救護 ⛑️
第一線救護人員	第一線救護人員 ⛑️
第一線救護員	第一線救護員 ⛑️
第三	第三 🥉
第三卷	第三卷 📘
第三名	第三名 🥉
第二	第二 🥈
第二卷	第二卷 📗
第二名	第二名 🥈
第二次拍攝	第二次拍攝 🎬
第四卷	第四卷 📙
筆刷	筆刷 🖌
筆和紙	筆和紙 📝
筆和記事本	筆和記事本 📝
筆記	筆記 📓 📝 🗒
筆記型電腦	筆記型電腦 👨‍💻 👩‍💻 💻
筆記本	筆記本 👨‍💻 👩‍💻 💻 📒 📓 📔 📕 📗 📘 📙 📝 🗒 🗓
筆記本電腦	筆記本電腦 👨‍💻 👩‍💻 💻
筆記簿	筆記簿 📒 📓 📔 📕 📗 📘 📙 📝 🗒 🗓
筆電	筆電 👨‍💻 👩‍💻 💻
筆電包	筆電包 🎒 💼
等一下	等一下 ☝️ 🤔
等一會	等一會 ☝🏻️
等下	等下 ☝️ 🤔
等不及了	等不及了 😊
等我一下	等我一下 ☝️
等於	等於 🟰
等等	等等 ☝️
等臂天平	等臂天平 ⚖️
等臂天秤	等臂天秤 ⚖️
筋疲力盡	筋疲力盡 😵
筐	筐 🧺
答對了	答對了 🙆‍♀️ 🙆‍♂️
答對手勢	答對手勢 👌
答錯	答錯 🙅‍♀️ 🙅‍♂️
答錯了	答錯了 🙅‍♀️ 🙅‍♂️
策劃路線	策劃路線 🧭
策略遊戲	策略遊戲 ♟️
筷	筷 🥢
筷子	筷子 🥢
箍牙	箍牙 😁
算了	算了 😪 🙁
算命	算命 🔮
算盤	算盤 🧮
算術	算術 🧮
管弦樂隊	管弦樂隊 🎼
管狀雲	管狀雲 🌪
管理人員	管理人員 👨‍💼 👩‍💼
管理職員	管理職員 👨‍💼 👩‍💼
管絃樂隊	管絃樂隊 🎼
箭	箭 🏹 💘
箭術	箭術 🏹
箱	箱 💟 📦
箸	箸 🥢
節哀	節哀 💮
節哀順變	節哀順變 💮
節慶食物	節慶食物 🥮
節日美食	節日美食 🥮
節日食品	節日食品 🥮
節日食物	節日食物 🥮
節目	節目 🎪 🎫 🎭
篝火	篝火 🔥
篤篤車	篤篤車 🛺
簍	簍 🧺
簡介	簡介 ℹ️
簡直了	簡直了 😱 🙀
簡餐	簡餐 🥡
簽帳卡	簽帳卡 💳
簽語餅	簽語餅 🥠
簿記	簿記 🧾
籃	籃 🧺
籃子	籃子 🧺
籃球	籃球 🏀
籃球員	籃球員 ⛹️ ⛹️‍♀️ ⛹️‍♂️
籃球國手	籃球國手 ⛹️‍♀️
籃球手	籃球手 ⛹️‍♀️
籃球球員	籃球球員 ⛹️‍♀️ ⛹️‍♂️
籃球運動	籃球運動 🏀
籃球運動員	籃球運動員 ⛹️ ⛹️‍♀️ ⛹️‍♂️
籃球選手	籃球選手 ⛹️‍♀️ ⛹️‍♂️
籤	籤 🏷️
籤語餅	籤語餅 🥠
籤餅	籤餅 🥠
米	米 🍚
米國	米國 🇺🇸
米字	米字 *️⃣ ✳️
米字旗	米字旗 🇬🇧
米字鍵	米字鍵 *️⃣ ✳️
米果	米果 🍘
米田共	米田共 💩
米酒	米酒 🍶
米食	米食 🍙 🍚
米飯	米飯 🍙 🍚 🍛
米餅	米餅 🍘
粉底	粉底 💄
粉紅polo	粉紅polo 👚
粉紅polo衫	粉紅polo衫 👚
粉紅上衣	粉紅上衣 👚
粉紅彩帶	粉紅彩帶 🎀
粉紅有領上衣	粉紅有領上衣 👚
粉紅絲帶	粉紅絲帶 🎀
粉紅緞帶	粉紅緞帶 🎀
粉紅唇膏	粉紅唇膏 💄
粉紅色手拿包	粉紅色手拿包 👛
粉紅色比基尼	粉紅色比基尼 👙
粉紅色比堅尼	粉紅色比堅尼 👙
粉紅色的花	粉紅色的花 🌷 🌸 🌺
粉紅色銀包	粉紅色銀包 👛
粉紅色錢包	粉紅色錢包 👛
粉紅色零錢包	粉紅色零錢包 👛
粉紅蝴蝶結	粉紅蝴蝶結 🎀
粉紅襯衫	粉紅襯衫 👚
粉紅鈕扣上衣	粉紅鈕扣上衣 👚
粉紅鬱金香	粉紅鬱金香 🌷
粉紅點比基尼	粉紅點比基尼 👙
粉紅點比堅尼	粉紅點比堅尼 👙
粉色女式襯衫	粉色女式襯衫 👚
粉色手提包	粉色手提包 👛
粉色扣領襯衫	粉色扣領襯衫 👚
粉色有領襯衫	粉色有領襯衫 👚
粉色比基尼	粉色比基尼 👙
粉色波點比基尼	粉色波點比基尼 👙
粉色絲帶	粉色絲帶 🎀
粉色唇膏	粉色唇膏 💄
粉色花	粉色花 🌷 🌺
粉色花兒	粉色花兒 🌸
粉色蝴蝶結	粉色蝴蝶結 🎀
粉色襯衫	粉色襯衫 👚
粉色錢包	粉色錢包 👛
粉色零錢包	粉色零錢包 👛
粉色鬱金香	粉色鬱金香 🌷
粑粑	粑粑 💩
粗口	粗口 🤬
粗呢	粗呢 🎒
粗氣	粗氣 😤
粗話	粗話 🤬
粟米	粟米 🌽 🌾
粟米穗	粟米穗 🌽
粥	粥 🥣
精疲力竭	精疲力竭 😵
精神萎靡	精神萎靡 😑
精緻的帽子	精緻的帽子 👒
精製食鹽	精製食鹽 🧂
精選午餐	精選午餐 🍱
精靈	精靈 🍀 🧚‍♀️ 🧚‍♂️ 🧝 🧝‍♀️ 🧝‍♂️ 🧝🏻 🧞 🧞‍♀️ 🧞‍♂️
精靈公主	精靈公主 🧝‍♀️
精靈女	精靈女 🧝🏻‍♀️
精靈女子	精靈女子 🧝‍♀️
精靈女王	精靈女王 🧝‍♀️
精靈女皇	精靈女皇 🧝‍♀️
精靈族	精靈族 🧝🏻
精靈族女	精靈族女 🧝🏻‍♀️
精靈族男	精靈族男 🧝🏻‍♂️
精靈王	精靈王 🧝‍♂️
精靈王子	精靈王子 🧝‍♂️
精靈男	精靈男 🧝🏻‍♂️
精靈男子	精靈男子 🧝‍♂️
糊哩糊塗	糊哩糊塗 🥴
糊塗	糊塗 🥴
糊里糊塗	糊里糊塗 🥴
糕	糕 🥮
糕餅	糕餅 🥮
糕餅店	糕餅店 🥯 🧁
糕點	糕點 🍥 🍮 🍰 🥐 🥮
糕點師	糕點師 👨‍🍳 👩‍🍳
糕點師傅	糕點師傅 👨‍🍳 👩‍🍳
糖	糖 🍫 🍬 🍭
糖果	糖果 🍩 🍪 🍫 🍬 🍭 🥮 🧁
糖罐	糖罐 🍯
糖菓	糖菓 🍫 🍬 🍭
糖葫蘆	糖葫蘆 🍡
糖霜	糖霜 🧁
糖霜冬甩	糖霜冬甩 🍩
糖霜甜甜圈	糖霜甜甜圈 🍩
糞	糞 💩
糞便	糞便 💩
糟糕	糟糕 👎 😢
糟糕的選擇	糟糕的選擇 👎 🙅‍♀️ 🙅‍♂️
糟透了	糟透了 👎
糥米丸子	糥米丸子 🍡
糧食	糧食 🌾
糯米糰串	糯米糰串 🍡
糰子	糰子 🍡
糾結	糾結 🤦🏻 😂 😐
糾結女	糾結女 🤦🏻‍♀️
糾結男	糾結男 🤦🏻‍♂️
紀念	紀念 🎗
紀念像	紀念像 🗽
紀念品	紀念品 🎗
紀念物	紀念物 🎗
紀念碑	紀念碑 🏟 🗽
紀念絲帶	紀念絲帶 🎗
紀念館	紀念館 🏟
約旦	約旦 🇯🇴
約旦國旗	約旦國旗 🇯🇴
約旦旗	約旦旗 🇯🇴
紅	紅 ❤️ 🚩 🟥
紅三角	紅三角 🔺
紅中	紅中 🀄️
紅傘	紅傘 🌂
紅利卡	紅利卡 💳
紅包	紅包 🤑 🧧
紅十字	紅十字 🏥
紅圓	紅圓 🔴
紅娘	紅娘 💘
紅彤彤的臉	紅彤彤的臉 🥵
紅心	紅心 ♥️ ❤️ ❤️️ 🎯 💔
紅心啤牌	紅心啤牌 ♥️
紅心感嘆號	紅心感嘆號 ❣️
紅方塊	紅方塊 ♦️
紅旗	紅旗 🚩
紅桃	紅桃 ♥️
紅椒	紅椒 🌶
紅毛猩猩	紅毛猩猩 🦧
紅猩猩	紅猩猩 🦧
紅玫瑰	紅玫瑰 🌹 🥀
紅瑪麗混合酒	紅瑪麗混合酒 🍹
紅着臉	紅着臉 😊
紅綠燈	紅綠燈 🚥 🚦
紅唇	紅唇 👄 💋
紅臉	紅臉 🥵
紅臉生氣的表情	紅臉生氣的表情 😡
紅色	紅色 ‼️ ⁉️ ❓ ❗️ ❣️ ❤️ 🌹 🎈 🎒 💔 📌 📍 📕 📮 🔴 🔺 🔻 🚩 🟥
紅色䃈磚	紅色䃈磚 ♦️
紅色三角形	紅色三角形 🔺
紅色傘	紅色傘 🌂
紅色八邊形標誌	紅色八邊形標誌 🛑
紅色八邊形符號	紅色八邊形符號 🛑
紅色包	紅色包 🎒
紅色問號	紅色問號 ❓
紅色嘴唇	紅色嘴唇 👄
紅色圓圈	紅色圓圈 🔴
紅色圓點	紅色圓點 🔴
紅色大圓圈	紅色大圓圈 🔴
紅色家庭轎車	紅色家庭轎車 🚘
紅色帆布包	紅色帆布包 🎒
紅色帆布揹包	紅色帆布揹包 🎒
紅色帆布背包	紅色帆布背包 🎒
紅色帆布背囊	紅色帆布背囊 🎒
紅色心形	紅色心形 ♥️ ❤️ 💔
紅色愛心	紅色愛心 ❤️ 💔 🤎
紅色愛心的驚歎號	紅色愛心的驚歎號 ❣️
紅色愛心驚嘆號	紅色愛心驚嘆號 ❣️
紅色感嘆號	紅色感嘆號 ❗️
紅色感嘆號加問號	紅色感嘆號加問號 ⁉️
紅色感嘆號同問號	紅色感嘆號同問號 ⁉️
紅色憤怒嘅表情	紅色憤怒嘅表情 😡
紅色房車	紅色房車 🚘
紅色拳擊手套	紅色拳擊手套 🥊
紅色掛包	紅色掛包 🎒
紅色揹包	紅色揹包 🎒
紅色教科書	紅色教科書 📕
紅色方框	紅色方框 🟥
紅色旅行袋	紅色旅行袋 🎒
紅色旗幟	紅色旗幟 🚩
紅色棋子	紅色棋子 🚩
紅色標誌	紅色標誌 🛑
紅色正方形	紅色正方形 🟥
紅色汽車	紅色汽車 🚗 🚘
紅色的心	紅色的心 ❤️ 💔
紅色禮物信封	紅色禮物信封 🧧
紅色簿	紅色簿 📕
紅色背包	紅色背包 🎒
紅色背囊	紅色背囊 🎒
紅色背袋	紅色背袋 🎒
紅色唇膏	紅色唇膏 💄
紅色蘋果	紅色蘋果 🍎
紅色蠟筆	紅色蠟筆 🖍
紅色袋子	紅色袋子 🎒
紅色課本	紅色課本 📕
紅色警告	紅色警告 🚨
紅色警報器	紅色警報器 🚨
紅色轎車	紅色轎車 🚗 🚘
紅色階磚	紅色階磚 ♦️
紅色階磚啤牌	紅色階磚啤牌 ♦️
紅色隨身包	紅色隨身包 🎒
紅色雙感嘆號	紅色雙感嘆號 ‼️
紅色雙肩包	紅色雙肩包 🎒
紅色雙驚嘆號	紅色雙驚嘆號 ‼️
紅色雙驚歎號	紅色雙驚歎號 ‼️
紅色雨傘	紅色雨傘 🌂
紅色頭髮	紅色頭髮 👨‍🦰 👩‍🦰
紅色頭髮的女人	紅色頭髮的女人 👩‍🦰
紅色頭髮的女子	紅色頭髮的女子 👩‍🦰
紅色頭髮的女性	紅色頭髮的女性 👩‍🦰
紅色頭髮的男人	紅色頭髮的男人 👨‍🦰
紅色頭髮的男子	紅色頭髮的男子 👨‍🦰
紅色頭髮的男性	紅色頭髮的男性 👨‍🦰
紅色馬鞍包	紅色馬鞍包 🎒
紅色驚歎號	紅色驚歎號 ❗️
紅色驚歎號和問號	紅色驚歎號和問號 ⁉️
紅色點	紅色點 🔴
紅色點點	紅色點點 🔴
紅色龍蝦	紅色龍蝦 🦞
紅花	紅花 🌹
紅茶	紅茶 ☕️
紅葉	紅葉 🍁
紅薯	紅薯 🍠
紅蘋果	紅蘋果 🍎
紅蘿蔔	紅蘿蔔 🥕
紅豆	紅豆 🫘
紅辣椒	紅辣椒 🌶
紅都面晒	紅都面晒 😊
紅都面曬	紅都面曬 😊
紅酒	紅酒 🍷
紅酒杯	紅酒杯 🍷
紅頭	紅頭 👨‍🦰 👩‍🦰
紅頭髮	紅頭髮 🧑🏻‍🦰
紅頭髮女	紅頭髮女 👩🏻‍🦰
紅頭髮男	紅頭髮男 👨🏻‍🦰
紅髮	紅髮 👨‍🦰 👩‍🦰 🧑🏻‍🦰
紅髮嘅人	紅髮嘅人 🧑‍🦰
紅髮女	紅髮女 👩🏻‍🦰 👩‍🦰
紅髮女人	紅髮女人 👩‍🦰
紅髮女子	紅髮女子 👩‍🦰
紅髮女性	紅髮女性 👩‍🦰
紅髮男	紅髮男 👨🏻‍🦰 👨‍🦰
紅髮男人	紅髮男人 👨‍🦰
紅髮男子	紅髮男子 👨‍🦰
紅髮男性	紅髮男性 👨‍🦰
紅髮的人	紅髮的人 🧑‍🦰
紅髮的女人	紅髮的女人 👩‍🦰
紅髮的女子	紅髮的女子 👩‍🦰
紅髮的女性	紅髮的女性 👩‍🦰
紅髮的男人	紅髮的男人 👨‍🦰
紅髮的男子	紅髮的男子 👨‍🦰
紅髮的男性	紅髮的男性 👨‍🦰
紅鶴	紅鶴 🦩
紅鸛	紅鸛 🦩
紅點	紅點 🔴
紅龍蝦	紅龍蝦 🦞
納尼	納尼 😮 😯 😲
納扎爾	納扎爾 🧿
納扎爾球	納扎爾球 🧿
納扎爾護身符	納扎爾護身符 🧿
納扎符	納扎符 🧿
納扎護身符	納扎護身符 🧿
納斯卡	納斯卡 🏁
納米比亞	納米比亞 🇳🇦
納米比亞國旗	納米比亞國旗 🇳🇦
納米比亞旗	納米比亞旗 🇳🇦
紐埃	紐埃 🇳🇺
紐埃國旗	紐埃國旗 🇳🇺
紐埃島	紐埃島 🇳🇺
紐埃島國旗	紐埃島國旗 🇳🇺
紐埃島旗	紐埃島旗 🇳🇺
紐埃旗	紐埃旗 🇳🇺
紐約	紐約 🗽
紐西蘭	紐西蘭 🇳🇿
紐西蘭國旗	紐西蘭國旗 🇳🇿
紐西蘭旗	紐西蘭旗 🇳🇿
純潔	純潔 😇
紗	紗 🧶
紗球	紗球 🧶
紗線	紗線 🧶
紗線球	紗線球 🧶
紗繩	紗繩 🧶
紗麗	紗麗 🥻
紙令	紙令 🧻
紙包	紙包 🧃
紙和筆	紙和筆 📝
紙喇叭	紙喇叭 🥳
紙巾	紙巾 🤧 🧻
紙巾在臉上	紙巾在臉上 🤧
紙托蛋糕	紙托蛋糕 🧁
紙捲	紙捲 📜 🧻
紙杯蛋糕	紙杯蛋糕 🧁
紙燈籠	紙燈籠 🏮
紙筆	紙筆 📝
紙箱	紙箱 📦
紙袋	紙袋 👝
紙輥	紙輥 🧻
紙鳶	紙鳶 🪁
紙鷂	紙鷂 🪁
素食者	素食者 🌱
紡織	紡織 🧵
索引	索引 📇
索引分隔卡	索引分隔卡 🗂
索引卡	索引卡 📇 🗂
索引文件夾	索引文件夾 🗂
索引書籤	索引書籤 📑
索引資料夾	索引資料夾 🗂
索羅門羣島	索羅門羣島 🇸🇧
索羅門羣島國旗	索羅門羣島國旗 🇸🇧
索馬利亞	索馬利亞 🇸🇴
索馬利亞國旗	索馬利亞國旗 🇸🇴
索馬里	索馬里 🇸🇴
索馬里國旗	索馬里國旗 🇸🇴
索馬里旗	索馬里旗 🇸🇴
索鼻	索鼻 🤧
紫	紫 ☦️ 💜 💟 🟪
紫傘	紫傘 ☂️
紫圓	紫圓 🟣
紫外線防護	紫外線防護 🧴
紫心	紫心 💜
紫色	紫色 ☦️ ☪️ ☮️ ☯️ ☸️ ♈️ ♉️ ♊️ ♋️ ♌️ ♍️ ♎️ ♏️ ♐️ ♑️ ♒️ ♓️ ⚛️ ⛎ ✝️ ✡️ 💜 💟 🔯 🕉 🕎 🛐 🟣 🟪 🆔️
紫色傘	紫色傘 ☂️ ☔️
紫色圓圈	紫色圓圈 🟣
紫色外星人	紫色外星人 👾
紫色心形	紫色心形 💜
紫色怪物	紫色怪物 👾
紫色愛心	紫色愛心 💜
紫色方框	紫色方框 🟪
紫色正方形	紫色正方形 🟪
紫色的圈	紫色的圈 🟣
紫色的心	紫色的心 💜
紫色遮陽傘	紫色遮陽傘 ☂️
紫色陽傘	紫色陽傘 ☂️
紫色雨傘	紫色雨傘 ☂️ ☔️
紫葡萄	紫葡萄 🍇
紮營	紮營 ⛺️ 🏕
累了	累了 💤 😑 😓 😩 😴
細聲喇叭	細聲喇叭 🔈
細胞培養	細胞培養 🧫
細胞培養物	細胞培養物 🧫
細胞培養皿	細胞培養皿 🧫
細胞培養盤	細胞培養盤 🧫
細菌	細菌 🦠 🧫
細菌培養	細菌培養 🧫
細菌培養皿	細菌培養皿 🧫
細菌學	細菌學 🧫
細菌學家	細菌學家 🧫
細菌實驗	細菌實驗 🧫
細菌盤	細菌盤 🧫
細蚊仔	細蚊仔 🧒
細路	細路 👶 🧒
細路仔	細路仔 👶
細長腿	細長腿 🦵
細階英文輸入符號	細階英文輸入符號 🔡
細雨	細雨 🌧
細高跟鞋	細高跟鞋 👠
細麪條	細麪條 🍝
紳士	紳士 🤵🏻‍♂️
紳士鞋	紳士鞋 👞
終場	終場 🎬
終點	終點 🏁
終點旗	終點旗 🏁
終點箭頭	終點箭頭 🔚
終點線	終點線 🏁
終點線旗	終點線旗 🏁
絃樂器	絃樂器 🎸 🎻 🪕
組合包	組合包 💼
組隊吧	組隊吧 👏
結	結 🪢
結他	結他 🎸
結冰	結冰 ❄️ 🥶
結婚	結婚 🏩 👰 💒 🤵
結婚戒	結婚戒 💍
結婚戒指	結婚戒指 💍
結帳	結帳 🧾
結束	結束 🔚
結束拍攝	結束拍攝 🎬
結束箭嘴	結束箭嘴 🔚
結束箭頭	結束箭頭 🔚
結構	結構 ⛩️ 🕋
結霜	結霜 🥶
結霜的雪人	結霜的雪人 ☃️
絕望	絕望 😩
絡腮鬍	絡腮鬍 🧔🏻
絡腮鬍女	絡腮鬍女 🧔🏻‍♀️
絡腮鬍男	絡腮鬍男 🧔🏻‍♂️
給你一個讚	給你一個讚 👍
給你理髮	給你理髮 💇‍♀️ 💇‍♂️
給我理髮	給我理髮 💇‍♀️ 💇‍♂️
給錢	給錢 🤑
絨帶	絨帶 🎀
絨毛玩具	絨毛玩具 🧸
絲帶	絲帶 🎀 🎗 💝
綁上彩帶的帽子	綁上彩帶的帽子 👒
綁上彩帶的愛心	綁上彩帶的愛心 💝
綁上絲帶嘅心形	綁上絲帶嘅心形 💝
綁着繃帶	綁着繃帶 🩹
綁着蝴蝶結	綁着蝴蝶結 🎁
綁着頭巾的女性	綁着頭巾的女性 👳‍♀️
綁着頭巾的男性	綁着頭巾的男性 👳‍♂️
綁繃帶	綁繃帶 🩹
綁蝴蝶結的盒子	綁蝴蝶結的盒子 🎁
綁蝴蝶結的禮物	綁蝴蝶結的禮物 🎁
綁頭巾	綁頭巾 👳‍♀️ 👳‍♂️
綁頭巾的人	綁頭巾的人 👳
綁頭巾的女性	綁頭巾的女性 👳‍♀️
綁頭巾的男性	綁頭巾的男性 👳‍♂️
經典	經典 🏛
經期	經期 🩸
經緯	經緯 🌐
綠	綠 💚 🤢 🟩
綠圓	綠圓 🟢
綠帽	綠帽 🪖
綠心	綠心 💚
綠獨木舟	綠獨木舟 🛶
綠色	綠色 ☘️ ♻️ ✅ ✳️ ❇️ ❎ 🌱 🌲 🌳 🌿 🍀 💚 💹 📗 🥬 🟢 🟩
綠色動物	綠色動物 🦎
綠色卡車	綠色卡車 🚛
綠色四葉草	綠色四葉草 🍀
綠色圓圈	綠色圓圈 🟢
綠色心形	綠色心形 💚
綠色愛心	綠色愛心 💚
綠色教科書	綠色教科書 📗
綠色方框	綠色方框 🟩
綠色植物	綠色植物 🌲 🌳
綠色正方形	綠色正方形 🟩
綠色水果	綠色水果 🥝
綠色沙拉	綠色沙拉 🥗
綠色洋裝	綠色洋裝 👗
綠色獨木舟	綠色獨木舟 🛶
綠色的圈	綠色的圈 🟢
綠色的心	綠色的心 💚
綠色簿	綠色簿 📗
綠色臉	綠色臉 🤢
綠色蔬菜	綠色蔬菜 🥬
綠色蘋果	綠色蘋果 🍏
綠色蠕蟲	綠色蠕蟲 🐛
綠色裙子	綠色裙子 👗
綠色課本	綠色課本 📗
綠色貨車	綠色貨車 🚛
綠花	綠花 🥦
綠茶	綠茶 🍵
綠菜	綠菜 🥬
綠葉	綠葉 🍃 🥬
綠葉蔬菜	綠葉蔬菜 🥬
綠蔬菜	綠蔬菜 🥬
綠藻	綠藻 🦠
綠蘋果	綠蘋果 🍏
綠蛇	綠蛇 🐍
綠頭鴨	綠頭鴨 🦆
綠鬣蜥	綠鬣蜥 🦎
綫	綫 🧵
綫軸	綫軸 🧵
綬帶	綬帶 🎀
維京羣島	維京羣島 🇻🇬 🇻🇮
維修員	維修員 👨‍🔧 👩‍🔧
維德角	維德角 🇨🇻
維德角國旗	維德角國旗 🇨🇻
維爾京羣島	維爾京羣島 🇻🇬 🇻🇮
維爾京群島	維爾京群島 🇻🇬 🇻🇮
維爾京群島旗	維爾京群島旗 🇻🇬
維爾京群島旗幟	維爾京群島旗幟 🇻🇬
維蘇威	維蘇威 🌋
維蘇威山	維蘇威山 🌋
維蘇威火山	維蘇威火山 🌋
網	網 🕸 🕸️
網球	網球 🎾
網球運動	網球運動 🎾
網球鞋	網球鞋 👟
綵帶	綵帶 🎀
綵旗	綵旗 🚩
綵球	綵球 🎈 🎊
綵蛋	綵蛋 🎉
綻放	綻放 🌸
綿綿冰	綿綿冰 🍧
綿羊	綿羊 🐑
綿羊仔	綿羊仔 🏍 🛵
緊固器	緊固器 🧷
緊張不安	緊張不安 😬
緊急	緊急 🏥 🦺 🚨 🆘️
緊急事件	緊急事件 🚨
緊急情況	緊急情況 🦺
緊急救援	緊急救援 🩹
緊急警戒	緊急警戒 🚨
緊急警戒系統	緊急警戒系統 🚨
緊急車輛	緊急車輛 🚑 🚒 🚓
緊握拳頭	緊握拳頭 👊
緊皺眉頭	緊皺眉頭 ☹️
緊閉雙眼大笑	緊閉雙眼大笑 😆
線	線 🧵
線圈日曆	線圈日曆 🗒 🗓
線圈日曆本	線圈日曆本 🗒 🗓
線圈月曆	線圈月曆 🗓
線圈本	線圈本 🗒️
線圈筆記	線圈筆記 🗒
線圈筆記本	線圈筆記本 📆 🗒 🗓
線圈筆記簿	線圈筆記簿 📆 🗒 🗓
線團	線團 🧶
線條	線條 〰️️ 📈 📉
線程	線程 🧵
線筒	線筒 🧵
線蟲	線蟲 🪱
線軸	線軸 🧵
線輪	線輪 🧵
緞帶	緞帶 🎀 💝
編織	編織 🧶
緬甸	緬甸 🇲🇲
緬甸國旗	緬甸國旗 🇲🇲
緬甸旗	緬甸旗 🇲🇲
練身體	練身體 🏋️‍♀️ 🏋️‍♂️
練馬師	練馬師 🏇
縫	縫 🧵
縫上	縫上 🧵
縫合	縫合 🧵
縫紉	縫紉 🧵
縫線	縫線 🧵
縫衣	縫衣 🧵
縫衣線	縫衣線 🧵
縫衣針	縫衣針 🪡
縫補	縫補 🧵
縫製	縫製 🧵
縮膊	縮膊 🤷‍♀️ 🤷‍♂️
縱帆船	縱帆船 ⛵️
繁星	繁星 ✨
繁星之夜	繁星之夜 🌌
繁星滿天	繁星滿天 🌌 🌠
繁榮昌盛	繁榮昌盛 🖖
繃帶	繃帶 🤕 🩹
繃帶頭	繃帶頭 🤕
繃緊	繃緊 😬
繞線筒	繞線筒 🧵
繡珍光盤	繡珍光盤 💽
繡珍光碟	繡珍光碟 💽
繡花	繡花 🧵
繩結	繩結 🪢
繪圖	繪圖 ✍️
繪圖法	繪圖法 🧭
繪有子午線的地球儀	繪有子午線的地球儀 🌐
繪畫	繪畫 ✍️ 🎨 🖼
繪製航線	繪製航線 🧭
繪製路線	繪製路線 🧭
繼承王位的公主	繼承王位的公主 👸
繼續努力	繼續努力 👍
纏線管	纏線管 🧵
纏繃帶	纏繃帶 🤕
纏繃帶的臉	纏繃帶的臉 🤕
纏頭	纏頭 👳🏾
纏頭女	纏頭女 👳🏾‍♀️
纏頭男	纏頭男 👳🏾‍♂️
才怪	才怪 😒 🙄
纜車	纜車 🚠 🚡
纜車升降機	纜車升降機 🚠 🚡
缸	缸 ⚱️
缺月	缺月 🌖
罐	罐 🏺 🫙
罐子	罐子 ⚱️ 🏺
罐裝食品	罐裝食品 🥫
罐頭	罐頭 🥫
罐頭食品	罐頭食品 🥫
罐頭食物	罐頭食物 🥫
罩衫	罩衫 👚
罪惡	罪惡 🦹‍♀️ 🦹‍♂️
罪犯	罪犯 🦹‍♀️ 🦹‍♂️
罵人	罵人 🤬
罵髒話	罵髒話 🤬
羅勒	羅勒 🌿
羅盤	羅盤 🧭
羅盤儀	羅盤儀 🧭
羅馬尼亞	羅馬尼亞 🇷🇴
羅馬尼亞國旗	羅馬尼亞國旗 🇷🇴
羅馬尼亞旗	羅馬尼亞旗 🇷🇴
羅馬建築	羅馬建築 🏛
羅馬建築物	羅馬建築物 🏛
羅馬教廷	羅馬教廷 🇻🇦
羅馬焰火筒	羅馬焰火筒 🧨
羅馬煙火筒	羅馬煙火筒 🧨
羅馬煙花筒	羅馬煙花筒 🧨
羅馬的見證	羅馬的見證 🇻🇦
羅馬蠟燭	羅馬蠟燭 🧨
羊	羊 🐏 🐐 🐑
羊皮紙	羊皮紙 📜
羊皮紙捲	羊皮紙捲 📜
羊肉	羊肉 🐏
羊角麪包	羊角麪包 🥐
羊角麫包	羊角麫包 🥐
羊駝	羊駝 🦙
美人	美人 💋
美人魚	美人魚 🧜‍♀️ 🧜🏻‍♀️
美元	美元 💲 💵 💸
美元標誌	美元標誌 💲
美元符號	美元符號 💲
美元紙幣	美元紙幣 💵
美元紙鈔	美元紙鈔 💵
美元鈔票	美元鈔票 💵 💸
美刀	美刀 💵
美利堅	美利堅 🇺🇸
美利堅合眾國	美利堅合眾國 🇺🇸
美利堅合眾國旗	美利堅合眾國旗 🇺🇸
美味	美味 🤤 😋 😍 😻
美國	美國 🇺🇸
美國全國運動汽車競賽協會	美國全國運動汽車競賽協會 🏁
美國國家橄欖球聯盟	美國國家橄欖球聯盟 🏈
美國國慶日	美國國慶日 🇺🇸
美國國旗	美國國旗 🇺🇸
美國旗	美國旗 🇺🇸
美國獨立日	美國獨立日 🇺🇸
美國職業棒球大聯盟	美國職業棒球大聯盟 ⚾️
美國職業籃球聯賽	美國職業籃球聯賽 🏀
美國青蘋果	美國青蘋果 🍏
美圓	美圓 💵
美夢	美夢 💭
美女	美女 😍 😻
美好的天氣	美好的天氣 ☀️
美容	美容 💄 💋
美容產品	美容產品 💄
美容院	美容院 💇‍♀️ 💇‍♂️
美屬維京羣島	美屬維京羣島 🇻🇮
美屬維京羣島旗幟	美屬維京羣島旗幟 🇻🇮
美屬維爾京羣島	美屬維爾京羣島 🇻🇮
美屬維爾京羣島旗幟	美屬維爾京羣島旗幟 🇻🇮
美屬維爾京群島	美屬維爾京群島 🇻🇮
美屬維爾京群島島旗	美屬維爾京群島島旗 🇻🇮
美屬維爾京群島旗	美屬維爾京群島旗 🇻🇮
美屬維爾京群島旗幟	美屬維爾京群島旗幟 🇻🇮
美屬薩摩亞	美屬薩摩亞 🇦🇸
美屬薩摩亞國旗	美屬薩摩亞國旗 🇦🇸
美屬薩摩亞旗	美屬薩摩亞旗 🇦🇸
美屬薩摩亞旗幟	美屬薩摩亞旗幟 🇦🇸
美屬薩摩亞群島	美屬薩摩亞群島 🇦🇸
美屬薩摩亞群島旗	美屬薩摩亞群島旗 🇦🇸
美工鋼筆	美工鋼筆 ✒️ 🖋
美式	美式 ☕️
美式九球	美式九球 🎱
美式咖啡	美式咖啡 ☕️
美式橄欖球	美式橄欖球 🏈
美式足球	美式足球 🏈
